gene	study	logAmp	phi	mesor
ENSMUSG00000086657	Koronowski19_F	-0.06006254050389238	0.13296862902016895	0.30758307887223746
ENSMUSG00000086657	Lahens15	-0.664559052962572	0.014197576121686099	-0.7736365447946791
ENSMUSG00000086657	Levine20	-0.12854811632611235	0.12721460031576518	0.2071831127519409
ENSMUSG00000086657	Li19_Old	-0.031311148650746155	0.18171524931761396	0.48241238736628744
ENSMUSG00000086657	Li19_Young	0.06648592364800437	0.22913998190242985	0.738469646748852
ENSMUSG00000086657	Menet12	0.4703669546241628	-0.2794716007175029	-0.2242067250960741
ENSMUSG00000086657	Mermet18	0.12471215050475101	-0.06908483751327577	-0.04533524065607684
ENSMUSG00000086657	Morton20_Liver	0.27601137698368405	0.010291832045700224	0.36719829220065686
ENSMUSG00000086657	Pan19	0.17570812519290133	-0.03633631054095661	0.11149231496194476
ENSMUSG00000086657	Quagliarini19_HFD	-0.24593989488825213	0.187023122877735	0.23476525301455192
ENSMUSG00000086657	Quagliarini19_HFD_WTvsKO	-0.15508305885948157	0.13530232341184262	0.1979695275334465
ENSMUSG00000086657	Quagliarini19_NormalDiet	-0.143185676895388	0.18802257228363006	0.36356299097189304
ENSMUSG00000086657	Quagliarini19_NormalDiet_WTvsKO	-0.09974375154601976	-0.010271417621127864	-0.15155058405619176
ENSMUSG00000086657	Stubblefield18	-0.2049927438279572	-0.5091372236699373	-1.7109948486856335
ENSMUSG00000086657	Weger18_Liver_F	0.11512170861299782	-0.0588865821396683	-0.027749468559393885
ENSMUSG00000086657	Weger18_Liver_M	-0.08629609564249978	-0.07328329036639282	-0.3158972650120882
ENSMUSG00000086657	Weger20_Bmal1WT	0.22839885282968928	0.021534670703242224	0.34175964369948436
ENSMUSG00000086657	Weger20_CryWT	-0.06331692581480441	0.06925427684696595	0.12095076868256954
ENSMUSG00000086657	Weger20_HlfDbpTefWT	-0.14140551238257343	0.3558783863782769	0.8469553028849932
ENSMUSG00000086657	Wu19	0.044602631343937195	-0.19648889221673443	-0.5086560357850889
ENSMUSG00000086657	Xin21_Liver_NightFeed	-0.23442667345688833	-0.10675045158593055	-0.5935560782584777
ENSMUSG00000086657	Yang16A_M	-0.2504688456723235	0.22851909631557754	0.34833842196635995
ENSMUSG00000086657	Yang16B_F	-0.09963806942782617	0.24787340879108352	0.5886769051744587
ENSMUSG00000086657	Yang16B_M	-0.14735997039085216	0.15701463781886468	0.26973731724849187
ENSMUSG00000086657	Yang20	0.08799896663746228	0.23844335784047055	0.7912474018544033
ENSMUSG00000086657	Zhang14_RNAseq_Liver_M	-0.07810696871946284	0.18027552074617545	0.4211073467437997
ENSMUSG00000097836	Atger15_AdLib	0.19797047243211557	-0.03878442008307391	-0.3726351267411506
ENSMUSG00000097836	Atger15_NightFeed	0.34536666789706355	-0.013663992250614194	-0.13161337957646246
ENSMUSG00000097836	Benegiamo18	-0.18800047115894516	0.010545050752048505	0.10143501147147613
ENSMUSG00000097836	Cajan16	1.1544109577004429	0.05289114998625085	0.5063061951733064
ENSMUSG00000097836	Chaix19_AdLib_HFD	1.3090860584487582	-0.039303312200735074	-0.37892186131545036
ENSMUSG00000097836	Chaix19_NightFeed_HFD	0.09776804442072465	-0.015998473180939037	-0.15373462573765445
ENSMUSG00000097836	Chen19	-0.2746157377062987	0.011452411074382756	0.1102293947025357
ENSMUSG00000097836	Du14	0.18826103608935918	0.06839211202637828	0.6564949791698841
ENSMUSG00000097836	Fader19	0.023582457027817742	0.031382774341190106	0.30144370112881896
ENSMUSG00000097836	Gaucher19_Chronic_Cntrl	-0.14419674070606653	0.003409098439536753	0.032886359951579035
ENSMUSG00000097836	Guan20_Liver	1.2261685244119256	0.006563974622799761	0.06172932115325803
ENSMUSG00000097836	Hidalgo19	-0.2501996117602358	-0.00509573611665893	-0.04872951498858754
ENSMUSG00000097836	Hirako18	-0.46535167513639086	-0.06921530197394961	-0.6640744508241094
ENSMUSG00000097836	Kinouchi18_Liver	0.08564324319292575	-0.03076728424750425	-0.2955390578098127
ENSMUSG00000097836	Koronowski19_F	-0.11051994294789237	-0.03895149430761883	-0.3739441820223242
ENSMUSG00000097836	Lahens15	1.7749761966783721	0.014149285280528579	0.13402584559121278
ENSMUSG00000097836	Levine20	-0.4188654017811456	0.03098181666534236	0.29797592752693813
ENSMUSG00000097836	Li19_Old	-0.8250622116307605	-0.024061536499266626	-0.23011400043840777
ENSMUSG00000097836	Li19_Young	0.09457068222058286	-0.04258157731006808	-0.4089081617693488
ENSMUSG00000097836	Menet12	-0.23807385542567633	-0.037862554004276544	-0.3632190531870927
ENSMUSG00000097836	Mermet18	0.959519535214471	0.01022448734438414	0.09711674777573441
ENSMUSG00000097836	Morton20_Liver	0.7813365584108315	0.06044968656851184	0.5798172941022524
ENSMUSG00000097836	Pan19	0.8767336313412698	0.049635317357548225	0.475367802865608
ENSMUSG00000097836	Quagliarini19_HFD	-0.13314343241251556	0.06851215968350048	0.6579685306365193
ENSMUSG00000097836	Quagliarini19_HFD_WTvsKO	-0.6668335746632579	-0.017741741516466382	-0.16959523422410877
ENSMUSG00000097836	Quagliarini19_NormalDiet	-0.23904291394214186	0.0627607433841484	0.6028210507232006
ENSMUSG00000097836	Quagliarini19_NormalDiet_WTvsKO	-0.4390484064170497	-0.021493156699517447	-0.20589856544216145
ENSMUSG00000097836	Stubblefield18	0.07453846799493097	0.02742485988243085	0.2632708287628816
ENSMUSG00000097836	Weger18_Liver_F	-0.3719984264556704	-0.04737246126131745	-0.45444082385743295
ENSMUSG00000097836	Weger18_Liver_M	-0.22718890224927604	0.0018652141635198125	0.01816097602538791
ENSMUSG00000097836	Weger20_Bmal1WT	1.1010264647453916	-0.0010748023078276734	-0.011309846180067336
ENSMUSG00000097836	Weger20_CryWT	-0.22738436588306252	0.048840478926836774	0.4692276607024488
ENSMUSG00000097836	Weger20_HlfDbpTefWT	0.270211877329904	-0.02428466575878292	-0.23341007672332986
ENSMUSG00000097836	Wu19	0.18544982555290784	-0.04609928018950397	-0.44283752373490054
ENSMUSG00000097836	Xin21_Liver_NightFeed	-0.10481505033486234	0.008112679485800233	0.07796234758907382
ENSMUSG00000097836	Yang16A_M	0.630980645157149	-0.0066918560591456375	-0.064864754607688
ENSMUSG00000097836	Yang16B_F	-0.5657759890003782	-2.1225897539017688e-4	-0.001466927543591314
ENSMUSG00000097836	Yang16B_M	-0.6814733262802832	-0.03198856387748549	-0.30636440455826847
ENSMUSG00000097836	Yang20	-0.6527988464140569	0.01687321152340061	0.16274416724607613
ENSMUSG00000097836	Zhang14_RNAseq_Liver_M	0.2579489714620427	-0.011851542429996613	-0.11411327217455941
ENSMUSG00000092131	Atger15_AdLib	0.04010205365889468	-0.08555087760890856	0.20708377748902848
ENSMUSG00000092131	Atger15_NightFeed	0.0067600526573592095	-0.01415040669099164	0.03518309459583885
ENSMUSG00000092131	Benegiamo18	-0.045164109227245224	0.09614657884504756	-0.23388246823901937
ENSMUSG00000092131	Cajan16	0.03976444024297071	-0.08486032688239657	0.20559956504874283
ENSMUSG00000092131	Chaix19_AdLib_HFD	-0.12997082352859296	0.2771228856660038	-0.6722981165516423
ENSMUSG00000092131	Chaix19_NightFeed_HFD	-0.014731106697673562	0.031164022737395755	-0.07646940843491933
ENSMUSG00000092131	Chen19	-0.0023758595962066263	0.004997783335885285	-0.012262491612913056
ENSMUSG00000092131	Du14	0.007239049041757292	-0.015222484776704126	0.03771544204904393
ENSMUSG00000092131	Fader19	0.0637086430423849	-0.136665724176746	0.3289054643571409
ENSMUSG00000092131	Gaucher19_Chronic_Cntrl	0.07826029127979821	-0.16673435323876176	0.4051433400933284
ENSMUSG00000092131	Guan20_Liver	-0.08018987382815239	0.1713178484683494	-0.41462853375137426
ENSMUSG00000092131	Hidalgo19	-0.0047149857039711154	0.009669291682919646	-0.02498057132079374
ENSMUSG00000092131	Hirako18	0.05873374730617827	-0.12524650297519954	0.3037177074527398
ENSMUSG00000092131	Kinouchi18_Liver	0.11663652782585356	-0.24827301852082678	0.6030919071447867
ENSMUSG00000092131	Koronowski19_F	0.13398654556251874	-0.2854240402195195	0.6931918313971014
ENSMUSG00000092131	Lahens15	-0.16492951576092588	0.35167625502054367	-0.8528768310113832
ENSMUSG00000092131	Levine20	0.09574632574335208	-0.2039049454573139	0.4952875589172526
ENSMUSG00000092131	Li19_Old	0.11069519572382146	-0.23624704880345873	0.5721451683840094
ENSMUSG00000092131	Li19_Young	0.1333692145664272	-0.28458957644529187	0.6900146604437731
ENSMUSG00000092131	Menet12	-0.12727639361605367	0.2711012224441393	-0.6581563159020658
ENSMUSG00000092131	Mermet18	0.06830419490846891	-0.1455529907527597	0.35338973110052124
ENSMUSG00000092131	Morton20_Liver	0.06899101162290139	-0.14672056599437022	0.35633643746791915
ENSMUSG00000092131	Pan19	0.014757361621809106	-0.03193072186895535	0.07581663381900469
ENSMUSG00000092131	Quagliarini19_HFD	-0.03215329773765641	0.06861384899626354	-0.1661534519675498
ENSMUSG00000092131	Quagliarini19_HFD_WTvsKO	-0.18602690431639246	0.3966850721990467	-0.9617898812430499
ENSMUSG00000092131	Quagliarini19_NormalDiet	0.07959773199526884	-0.1700493873911587	0.4114294615191086
ENSMUSG00000092131	Quagliarini19_NormalDiet_WTvsKO	-0.1914718678428755	0.4082071927487936	-0.9899727213668368
ENSMUSG00000092131	Stubblefield18	-0.09221773394640788	0.19643365386642603	-0.47722060612389866
ENSMUSG00000092131	Weger18_Liver_F	0.11264562316084512	-0.23990212844443753	0.5827219371378908
ENSMUSG00000092131	Weger18_Liver_M	0.005852313854590806	-0.012329573485308483	0.03026521932109317
ENSMUSG00000092131	Weger20_Bmal1WT	-0.11873919748675041	0.2531081550945184	-0.6138997026092325
ENSMUSG00000092131	Weger20_CryWT	-0.06158555581310223	0.13157313797252995	-0.31811430518290207
ENSMUSG00000092131	Weger20_HlfDbpTefWT	0.20899366785494727	-0.44543378521399574	1.081057328363593
ENSMUSG00000092131	Wu19	-0.0587408475048465	0.12519786791351162	-0.3039705244114806
ENSMUSG00000092131	Xin21_Liver_NightFeed	0.0528260534494081	-0.11213918710761926	0.2730807765153637
ENSMUSG00000092131	Yang16A_M	0.10297729585674373	-0.21986647502581266	0.5324224698497695
ENSMUSG00000092131	Yang16B_F	-0.09541228974775633	0.20364031933445045	-0.49325035140037143
ENSMUSG00000092131	Yang16B_M	-0.12069655148075341	0.25707980194353236	-0.6239491642198797
ENSMUSG00000092131	Yang20	-0.07426693072793383	0.1587698554410357	-0.3843012924625217
ENSMUSG00000092131	Zhang14_RNAseq_Liver_M	0.06315039665655128	-0.13451506396950944	0.3267599747898893
ENSMUSG00000086728	Atger15_AdLib	-0.07746626767731121	0.07896564923607728	-0.19256647592430315
ENSMUSG00000086728	Atger15_NightFeed	-0.728842729134348	-0.05039286217683624	0.079843418050888
ENSMUSG00000086728	Benegiamo18	2.2085298817811743	0.5664864857374634	-1.2282597529025823
ENSMUSG00000086728	Cajan16	2.558429595533842	-0.12599955392602563	0.44193167410821865
ENSMUSG00000086728	Chaix19_AdLib_HFD	-0.32305310724421643	-0.02850548306758608	0.050010647460656504
ENSMUSG00000086728	Chaix19_NightFeed_HFD	0.3760369462955351	0.5133020231888191	-1.2028753511858097
ENSMUSG00000086728	Chen19	0.8019798771089939	0.31763260850932395	-0.7128116755128867
ENSMUSG00000086728	Du14	0.27628629877152655	0.26755973681347545	-0.6225337685474852
ENSMUSG00000086728	Fader19	1.3526940175794946	-0.14296690276939955	0.41582927663245633
ENSMUSG00000086728	Gaucher19_Chronic_Cntrl	-0.47998860966956003	-0.032960818275459325	0.05191207708309829
ENSMUSG00000086728	Guan20_Liver	0.31972802507374576	-0.24187031064218864	0.5943593835778529
ENSMUSG00000086728	Hidalgo19	-0.29843331578311916	-0.061305613218199856	0.12964880910501383
ENSMUSG00000086728	Hirako18	0.07936307097652931	-0.0417962198264363	0.10402760489605506
ENSMUSG00000086728	Kinouchi18_Liver	0.34841636508610846	-0.0445045959535521	0.1252929752193988
ENSMUSG00000086728	Koronowski19_F	-0.44089274764159175	-0.10735214247728604	0.23139558099622884
ENSMUSG00000086728	Lahens15	2.6803646263427185	0.2436653462926715	-0.4323378489249643
ENSMUSG00000086728	Levine20	0.7869606060270712	0.20382333474953096	-0.4424908693514825
ENSMUSG00000086728	Li19_Old	-0.619041521840718	-0.07502868810738886	0.14461528968326
ENSMUSG00000086728	Li19_Young	-0.04895702248347709	-0.01130060957591826	0.024349345057393085
ENSMUSG00000086728	Menet12	0.7825527456120845	0.2483467259433776	-0.5489080925523943
ENSMUSG00000086728	Mermet18	0.03419310626189086	-0.062290575775476864	0.15040382898925653
ENSMUSG00000086728	Morton20_Liver	-0.14136792316556696	-0.1983883493470403	0.46516667368446596
ENSMUSG00000086728	Pan19	-0.04714519094221945	-0.13388155679323194	0.31642600585033304
ENSMUSG00000086728	Quagliarini19_HFD	-0.07900147798578461	-0.1313513585637345	0.30882403302621503
ENSMUSG00000086728	Quagliarini19_HFD_WTvsKO	-0.44151789179559825	-0.1320566707026842	0.2902421285018507
ENSMUSG00000086728	Quagliarini19_NormalDiet	0.26045331612942096	-0.11262427634335931	0.2830335747677809
ENSMUSG00000086728	Quagliarini19_NormalDiet_WTvsKO	-0.5491837835433441	-0.08938330360449062	0.18252003593954005
ENSMUSG00000086728	Stubblefield18	-0.3993121768512135	0.4475398418562848	-1.0888691920721232
ENSMUSG00000086728	Weger18_Liver_F	-0.2682157388349291	0.01570658273259329	-0.05218791232452471
ENSMUSG00000086728	Weger18_Liver_M	0.6536327941193905	0.017886407770575725	-0.006601637770961094
ENSMUSG00000086728	Weger20_Bmal1WT	-0.10360762335707592	-0.16789080835699233	0.39472346942570963
ENSMUSG00000086728	Weger20_CryWT	0.18457095630641224	-0.012348185120203171	0.03957657876465321
ENSMUSG00000086728	Weger20_HlfDbpTefWT	-0.2950137278726016	-0.1598811021015865	0.36464336374975215
ENSMUSG00000086728	Wu19	1.1305046646044048	0.8074422349459601	-1.8617238435629417
ENSMUSG00000086728	Xin21_Liver_NightFeed	-0.6146658844636618	0.0733423811521657	-0.2089148138338003
ENSMUSG00000086728	Yang16A_M	0.9327827688908822	-0.11074925091485902	0.3157624062326289
ENSMUSG00000086728	Yang16B_F	-0.10957098944247419	-0.22268716608379288	0.5248056171732829
ENSMUSG00000086728	Yang16B_M	-0.19091622382910903	-0.22207310778735503	0.5189394744461321
ENSMUSG00000086728	Yang20	1.2144952762396275	-0.2612367427149537	0.6899878898741092
ENSMUSG00000086728	Zhang14_RNAseq_Liver_M	-0.2730843421935934	-0.08478548180112432	0.18698604037142597
ENSMUSG00000086914	Atger15_AdLib	0.03470238689581184	0.10404291311517955	-0.6517416138920725
ENSMUSG00000086914	Atger15_NightFeed	0.022606703753105212	0.0677742471861745	-0.4245623986052084
ENSMUSG00000086914	Benegiamo18	0.038711964500074275	0.11615887866517985	-0.7273188682305314
ENSMUSG00000086914	Cajan16	-0.003459815329378352	-0.01097164257980009	0.06670938839614693
ENSMUSG00000086914	Chaix19_AdLib_HFD	0.015006919234179761	0.045170148732475636	-0.28235563673538255
ENSMUSG00000086914	Chaix19_NightFeed_HFD	0.0097412410894645	0.029365060839775883	-0.18341008806773576
ENSMUSG00000086914	Chen19	0.0833922044272388	0.250036790288335	-1.5662219023499506
ENSMUSG00000086914	Du14	0.023023359992318502	0.06908505967562843	-0.4325657568908145
ENSMUSG00000086914	Fader19	-0.011979458671218626	-0.03579944422626062	0.2246473042417707
ENSMUSG00000086914	Gaucher19_Chronic_Cntrl	0.014044714303128744	0.04215411400141691	-0.2639053436026754
ENSMUSG00000086914	Guan20_Liver	-0.02733944395917525	-0.08221074129898921	0.5141618963871
ENSMUSG00000086914	Hidalgo19	0.005146382289526895	0.015465267932812186	-0.09675666084218897
ENSMUSG00000086914	Hirako18	-0.009088389106852888	-0.027188411969046433	0.17051470897487364
ENSMUSG00000086914	Kinouchi18_Liver	-0.0017091768955206147	-0.00513376706112856	0.03212708921630788
ENSMUSG00000086914	Koronowski19_F	-0.002246903157380364	-0.006468062005487575	0.04142256873245272
ENSMUSG00000086914	Lahens15	0.02965547153897126	0.08885401343994462	-0.5567899023534428
ENSMUSG00000086914	Levine20	-0.01129017033499759	-0.03391369374726574	0.21222487613693117
ENSMUSG00000086914	Li19_Old	-0.002138953604377767	-0.006332616182467293	0.039939234247856545
ENSMUSG00000086914	Li19_Young	-0.002481114142974397	-0.0074301541779388325	0.046572695671943914
ENSMUSG00000086914	Menet12	-0.01182948277547354	-0.0354339713514834	0.2220740331130665
ENSMUSG00000086914	Mermet18	-0.003419853557536272	-0.010259879371639797	0.06424713450385401
ENSMUSG00000086914	Morton20_Liver	-0.030880742882340467	-0.09264817880704643	0.5801506961428226
ENSMUSG00000086914	Pan19	-0.004130131150625013	-0.01251571934987715	0.07795189093109177
ENSMUSG00000086914	Quagliarini19_HFD	-0.0047734872110297	-0.014301298360587883	0.08962051511039901
ENSMUSG00000086914	Quagliarini19_HFD_WTvsKO	-0.020203619816617308	-0.0606817719907289	0.379755104270689
ENSMUSG00000086914	Quagliarini19_NormalDiet	-0.011175049461040655	-0.03348078929943677	0.20980900945643996
ENSMUSG00000086914	Quagliarini19_NormalDiet_WTvsKO	-0.028380375958176288	-0.0851643372248478	0.5332277759407273
ENSMUSG00000086914	Stubblefield18	0.047153156930589094	0.1413072554189806	-0.8853906802192802
ENSMUSG00000086914	Weger18_Liver_F	0.011037035157870835	0.03323176191967291	-0.20769332877550473
ENSMUSG00000086914	Weger18_Liver_M	0.02821194331373117	0.08470087518507581	-0.5301843945528837
ENSMUSG00000086914	Weger20_Bmal1WT	-0.03201643848697521	-0.09594671397544488	0.6011719073473037
ENSMUSG00000086914	Weger20_CryWT	-0.015704526333372142	-0.04707512088894847	0.2949178925777491
ENSMUSG00000086914	Weger20_HlfDbpTefWT	-0.0358010225313103	-0.10726427798524092	0.6721653477450951
ENSMUSG00000086914	Wu19	0.05427775304031741	0.16277727834565767	-1.019513287635925
ENSMUSG00000086914	Xin21_Liver_NightFeed	0.017539404294778804	0.05280688244291699	-0.3300451261787773
ENSMUSG00000086914	Yang16A_M	-0.033044102357194446	-0.0991973848015821	0.6209627248179087
ENSMUSG00000086914	Yang16B_F	-0.028886668556834687	-0.08669688423736513	0.5427786397262021
ENSMUSG00000086914	Yang16B_M	-0.025702709820915045	-0.07716096024286463	0.48301011874096234
ENSMUSG00000086914	Yang20	-0.05106328096743084	-0.1531436593291255	0.9591536961014234
ENSMUSG00000086914	Zhang14_RNAseq_Liver_M	-0.021176684801118843	-0.06358948040386916	0.39800219562576006
ENSMUSG00000089810	Atger15_AdLib	0.21856491588186083	0.07896853201290627	-0.6736681134204707
ENSMUSG00000089810	Atger15_NightFeed	0.53390712053176	0.04336197699113743	-0.5643068734824277
ENSMUSG00000089810	Benegiamo18	0.4185982108490385	0.07025800970624177	-0.6773896312562244
ENSMUSG00000089810	Cajan16	3.8053660312537296	-0.42272977349091423	0.017744297459944876
ENSMUSG00000089810	Chaix19_AdLib_HFD	3.264718540450243	0.01133053526970816	-1.0011812485765241
ENSMUSG00000089810	Chaix19_NightFeed_HFD	2.962518096025563	0.08965574452443908	-1.000802977827966
ENSMUSG00000089810	Chen19	2.215472433796882	0.1311231891136201	-1.3660049496696725
ENSMUSG00000089810	Du14	0.6240305544367011	0.06029992856984842	-0.36393512470910305
ENSMUSG00000089810	Fader19	1.8030242675592527	-0.02239689877458801	0.22084170918927426
ENSMUSG00000089810	Gaucher19_Chronic_Cntrl	-0.032027230563718784	-0.009186293715836295	0.13953819952333657
ENSMUSG00000089810	Guan20_Liver	-0.6081936089684854	-0.017705401576716625	0.33256337993320084
ENSMUSG00000089810	Hidalgo19	-0.5370719838797489	0.030826361792259647	-0.138609882837053
ENSMUSG00000089810	Hirako18	1.6209514184621532	0.14849058605802437	-0.37721262605511685
ENSMUSG00000089810	Kinouchi18_Liver	0.21016931207351963	0.02269092880790978	-0.0433927654996026
ENSMUSG00000089810	Koronowski19_F	0.7709161269545985	0.08733493681200716	-0.2222157460665059
ENSMUSG00000089810	Lahens15	-1.1421539998303452	-0.05766393898782035	0.6119692053257343
ENSMUSG00000089810	Levine20	-0.7093016085625026	-0.008457326307137077	0.35304764147503365
ENSMUSG00000089810	Li19_Old	0.7250162176140329	0.05780131769689184	-0.6524959934772792
ENSMUSG00000089810	Li19_Young	1.8391376845971565	0.06974273427628681	-0.6423251636549504
ENSMUSG00000089810	Menet12	0.3466451348952033	0.01200722165529163	-0.4536468715255795
ENSMUSG00000089810	Mermet18	0.259281473479682	-0.042736682734029	0.12359468968948761
ENSMUSG00000089810	Morton20_Liver	2.479225725638959	0.09944972607678833	0.43016277977025025
ENSMUSG00000089810	Pan19	-0.8557592520653539	-0.05362055340535272	0.4549941615128842
ENSMUSG00000089810	Quagliarini19_HFD	-1.2151900012047294	-0.05711828213791596	0.714183278379735
ENSMUSG00000089810	Quagliarini19_HFD_WTvsKO	-1.1642248654098077	-0.03662008255971175	0.5800864395888748
ENSMUSG00000089810	Quagliarini19_NormalDiet	-1.192897102771194	-0.06749938496586008	0.809371924489853
ENSMUSG00000089810	Quagliarini19_NormalDiet_WTvsKO	-0.6870535023497002	-0.0621956440126443	0.5884688759564297
ENSMUSG00000089810	Stubblefield18	0.8997670892845762	-0.03178499876179679	-0.5244684279269857
ENSMUSG00000089810	Weger18_Liver_F	0.4156168172199235	0.021787849947336627	-0.302408988948573
ENSMUSG00000089810	Weger18_Liver_M	2.139445519082525	-0.09833225881950813	-0.7196145799237094
ENSMUSG00000089810	Weger20_Bmal1WT	-0.2310048664473528	-0.021548428393217058	0.26414033973449136
ENSMUSG00000089810	Weger20_CryWT	-0.19223804790117233	-0.009791757724750378	0.179596677433632
ENSMUSG00000089810	Weger20_HlfDbpTefWT	-0.31273612166616815	0.0029748917400178347	0.007575501747068362
ENSMUSG00000089810	Wu19	1.5590111723098703	0.115407106502819	-1.2233235668116236
ENSMUSG00000089810	Xin21_Liver_NightFeed	2.743930222119703	0.17864295070116057	-0.41350187596274335
ENSMUSG00000089810	Yang16A_M	-0.1834004369340822	-0.07371137057375793	0.40242212461600546
ENSMUSG00000089810	Yang16B_F	2.3969389166028776	-0.2206887073274818	0.4806714894103509
